#movie_id num_critic_for_reviews duration director_facebook_likes actor_3_facebook_likes actor_1_facebook_likes gross num_voted_users cast_total_facebook_likes num_user_for_reviews budget title_year actor_2_facebook_likes imdb_score movie_facebook_likes
1001 99.0 95.0 0.0 323.0 13000.0 27067160.0 18404 14706 150.0 50000000.0 1999.0 559.0 5.9 0.0
1002 298.0 125.0 487.0 201.0 430.0 26616999.0 92461 1300 347.0 40000000.0 2013.0 329.0 5.9 43000.0
1004 146.0 110.0 16000.0 581.0 16000.0 26199517.0 34356 18635 260.0 50000000.0 2002.0 1000.0 6.4 705.0
1005 245.0 118.0 670.0 294.0 6000.0 25450527.0 80196 7654 190.0 50000000.0 2009.0 450.0 6.5 0.0
1006 104.0 101.0 0.0 764.0 12000.0 25407250.0 54021 15935 227.0 50000000.0 1996.0 898.0 5.7 0.0
1008 162.0 90.0 663.0 521.0 14000.0 23159305.0 128455 16358 514.0 70000000.0 1999.0 631.0 8.0 0.0
1009 259.0 119.0 0.0 639.0 13000.0 24006726.0 139535 15757 632.0 50000000.0 2004.0 1000.0 7.3 0.0
1010 79.0 139.0 378.0 303.0 11000.0 20389967.0 3077 12786 47.0 50000000.0 2016.0 552.0 6.7 10000.0
1011 141.0 130.0 317.0 256.0 18000.0 19593740.0 88270 32637 420.0 50000000.0 2003.0 14000.0 7.5 0.0
1012 59.0 100.0 65.0 730.0 1000.0 19118247.0 19829 6171 94.0 40000000.0 2005.0 923.0 5.4 779.0
1013 236.0 114.0 174.0 655.0 14000.0 26442251.0 76010 16992 205.0 50000000.0 2015.0 988.0 6.6 15000.0
1014 356.0 96.0 0.0 509.0 10000.0 17114882.0 189249 17211 398.0 25000000.0 2007.0 6000.0 7.7 0.0
1015 120.0 110.0 134.0 795.0 23000.0 18472363.0 63599 25049 208.0 50000000.0 2005.0 1000.0 5.8 0.0
1017 208.0 102.0 234.0 11000.0 20000.0 21557240.0 85237 45202 274.0 49900000.0 2011.0 11000.0 5.6 18000.0
1018 174.0 84.0 260.0 692.0 6000.0 21283440.0 46239 8018 137.0 55000000.0 2011.0 694.0 6.0 0.0
1019 59.0 115.0 333.0 317.0 972.0 10556196.0 16562 2606 73.0 50000000.0 1997.0 713.0 6.2 697.0
1020 22.0 99.0 32.0 479.0 1000.0 16671505.0 33186 2949 78.0 50000000.0 1994.0 619.0 5.9 0.0
1021 34.0 135.0 596.0 2000.0 10000.0 10400000.0 12037 15820 90.0 50000000.0 1995.0 3000.0 5.1 943.0
1022 214.0 108.0 218.0 405.0 6000.0 9528092.0 38513 10191 127.0 22000000.0 2010.0 3000.0 6.8 9000.0
1025 50.0 107.0 607.0 602.0 2000.0 9795017.0 9227 5461 70.0 50000000.0 1995.0 979.0 5.1 422.0
1026 180.0 95.0 83.0 1000.0 18000.0 20488579.0 113483 29926 245.0 50000000.0 2009.0 8000.0 5.8 0.0
1027 231.0 124.0 98.0 592.0 1000.0 19445217.0 67796 3580 258.0 60000000.0 2013.0 852.0 6.2 14000.0
1029 226.0 102.0 0.0 1000.0 14000.0 28837115.0 34964 24107 150.0 50000000.0 2016.0 8000.0 4.8 28000.0
1030 75.0 88.0 5.0 338.0 11000.0 6471394.0 15880 11972 93.0 50000000.0 2004.0 387.0 4.9 288.0
1031 82.0 87.0 0.0 591.0 2000.0 6291602.0 8070 3954 91.0 50000000.0 2000.0 602.0 5.6 255.0
1032 296.0 104.0 71.0 982.0 12000.0 10706786.0 81800 16481 211.0 50000000.0 2011.0 2000.0 5.5 15000.0
1034 98.0 85.0 70.0 848.0 26000.0 43905746.0 77684 32831 294.0 49000000.0 2001.0 5000.0 5.9 0.0
1036 48.0 104.0 212.0 380.0 879.0 21413502.0 14429 2795 113.0 40000000.0 1990.0 560.0 6.3 2000.0
1038 223.0 190.0 0.0 215.0 599.0 124107476.0 170684 1418 867.0 48000000.0 2000.0 399.0 7.6 0.0
1039 149.0 127.0 14000.0 440.0 11000.0 197171806.0 515306 12884 477.0 48000000.0 1989.0 844.0 8.3 0.0
1041 371.0 120.0 662.0 502.0 20000.0 31569268.0 172965 23051 627.0 49000000.0 2015.0 2000.0 6.9 67000.0
1042 75.0 118.0 176.0 308.0 18000.0 66488090.0 120202 29748 397.0 48000000.0 1999.0 11000.0 6.7 0.0
1043 233.0 112.0 21000.0 237.0 17000.0 95308367.0 206104 18141 850.0 48000000.0 2002.0 324.0 6.8 0.0
1045 150.0 114.0 737.0 393.0 2000.0 60652036.0 137854 3743 560.0 48000000.0 1999.0 490.0 7.1 3000.0
1048 140.0 120.0 34.0 1000.0 18000.0 50173190.0 148490 33615 537.0 48000000.0 2001.0 12000.0 7.4 0.0
1049 125.0 123.0 446.0 821.0 20000.0 47095453.0 64595 22209 316.0 48000000.0 2001.0 1000.0 6.4 0.0
1050 125.0 93.0 11000.0 484.0 3000.0 37879996.0 81888 5390 254.0 48000000.0 2000.0 575.0 6.0 0.0
1051 36.0 123.0 0.0 886.0 12000.0 25900000.0 12771 18793 84.0 58000000.0 1984.0 5000.0 6.5 828.0
1052 295.0 122.0 446.0 600.0 23000.0 53574088.0 237872 33548 560.0 55000000.0 2007.0 8000.0 7.8 0.0
1054 158.0 123.0 0.0 23.0 3000.0 37339525.0 71708 3768 307.0 48000000.0 1998.0 745.0 7.0 0.0
1055 72.0 96.0 0.0 302.0 2000.0 60154431.0 122347 3718 345.0 47000000.0 1996.0 1000.0 6.0 0.0
1057 72.0 105.0 631.0 327.0 678.0 103738726.0 47819 2096 164.0 100000000.0 1990.0 631.0 6.1 2000.0
1058 152.0 113.0 323.0 835.0 1000.0 69304264.0 73068 4660 419.0 48000000.0 1999.0 977.0 6.8 0.0
1059 89.0 132.0 545.0 807.0 919.0 29781453.0 22447 4796 210.0 48000000.0 2001.0 811.0 6.4 0.0
1062 93.0 75.0 0.0 677.0 4000.0 15519841.0 8693 6863 71.0 47000000.0 2006.0 769.0 4.5 261.0
1063 46.0 108.0 350.0 77.0 8000.0 5600000.0 11913 8349 97.0 47000000.0 1996.0 115.0 5.8 616.0
1064 84.0 105.0 29.0 692.0 8000.0 126805112.0 98199 12344 169.0 46000000.0 1997.0 1000.0 6.3 0.0
1065 142.0 102.0 148.0 135.0 8000.0 93607673.0 47573 9176 343.0 48000000.0 2001.0 973.0 5.7 881.0
1066 185.0 118.0 22000.0 319.0 14000.0 67263182.0 218771 15658 651.0 46000000.0 2002.0 509.0 7.2 0.0
1067 143.0 111.0 906.0 906.0 1000.0 92001027.0 97838 6315 286.0 45000000.0 1996.0 1000.0 7.6 3000.0
1068 178.0 81.0 39.0 364.0 13000.0 10539414.0 45729 14619 176.0 47000000.0 2010.0 541.0 4.7 0.0
1069 65.0 116.0 380.0 826.0 18000.0 58918501.0 40126 33233 107.0 46000000.0 1996.0 13000.0 6.6 975.0
1070 73.0 86.0 293.0 255.0 509.0 181395380.0 220392 2070 243.0 45000000.0 1997.0 418.0 6.8 0.0
1073 35.0 91.0 32.0 628.0 924.0 130512915.0 60884 3244 85.0 45000000.0 1994.0 664.0 4.8 0.0
1075 151.0 84.0 119.0 750.0 807.0 110000082.0 111526 3629 347.0 48000000.0 2003.0 780.0 5.5 0.0
1076 140.0 109.0 80.0 213.0 545.0 106807667.0 137377 1574 370.0 45000000.0 2000.0 337.0 6.2 0.0
1077 201.0 93.0 40.0 311.0 14000.0 101702060.0 85323 17925 212.0 45000000.0 2008.0 3000.0 5.8 0.0
1078 77.0 113.0 0.0 995.0 11000.0 95149435.0 53687 15362 152.0 40000000.0 2004.0 1000.0 5.7 1000.0
1079 43.0 141.0 79.0 956.0 18000.0 100768056.0 59569 30063 89.0 45000000.0 1993.0 8000.0 6.5 0.0
1080 39.0 119.0 541.0 551.0 821.0 92115211.0 45798 4043 94.0 45000000.0 1994.0 577.0 6.7 1000.0
1081 207.0 97.0 0.0 760.0 11000.0 93452056.0 184795 14868 310.0 45000000.0 2007.0 2000.0 7.4 22000.0
1082 47.0 117.0 176.0 308.0 11000.0 83287363.0 81442 12757 137.0 45000000.0 1992.0 530.0 6.9 0.0
1084 454.0 153.0 777.0 1000.0 20000.0 60962878.0 383591 37321 620.0 46000000.0 2013.0 15000.0 8.1 86000.0
1085 109.0 122.0 845.0 854.0 18000.0 76261036.0 305929 22370 633.0 45000000.0 2001.0 881.0 7.7 0.0
1086 213.0 102.0 23.0 436.0 25000.0 71423726.0 123558 26998 609.0 45000000.0 1999.0 724.0 7.3 19000.0
1087 127.0 83.0 322.0 179.0 1000.0 71277420.0 119590 1645 548.0 45000000.0 2001.0 422.0 5.2 0.0
1088 398.0 103.0 33.0 84.0 970.0 88625922.0 75176 1336 252.0 45000000.0 2011.0 91.0 7.1 26000.0
1089 184.0 110.0 45.0 595.0 886.0 70001065.0 191437 3174 582.0 45000000.0 1998.0 650.0 7.1 0.0
1090 127.0 136.0 49.0 730.0 17000.0 67253092.0 92702 20299 209.0 30000000.0 2005.0 807.0 7.2 0.0
1091 167.0 91.0 50.0 67.0 521.0 66790248.0 57281 758 350.0 45000000.0 2002.0 108.0 6.5 0.0
1092 119.0 89.0 49.0 514.0 2000.0 65557989.0 73539 3717 271.0 45000000.0 1997.0 902.0 4.6 0.0
1093 155.0 107.0 18.0 560.0 811.0 60786269.0 90539 3106 379.0 45000000.0 2000.0 625.0 5.6 0.0
1095 117.0 95.0 487.0 1000.0 18000.0 162792677.0 211226 24205 317.0 120000000.0 1998.0 1000.0 7.2 0.0
1096 208.0 122.0 117.0 140.0 40000.0 31598308.0 124765 41636 541.0 35000000.0 2001.0 1000.0 6.8 0.0
1098 48.0 135.0 41.0 808.0 982.0 53854588.0 37911 3648 73.0 45000000.0 1996.0 843.0 6.3 1000.0
1100 94.0 95.0 58.0 3000.0 14000.0 52580895.0 30255 27351 118.0 45000000.0 2005.0 8000.0 5.6 743.0
1101 276.0 109.0 37.0 651.0 11000.0 51019112.0 155745 14073 1053.0 50000000.0 2005.0 2000.0 6.8 10000.0
1102 59.0 93.0 38.0 631.0 1000.0 48114556.0 9380 4604 91.0 26000000.0 2004.0 641.0 4.3 531.0
1104 173.0 117.0 153.0 734.0 35000.0 46280507.0 87165 49743 184.0 40000000.0 2014.0 11000.0 6.5 12000.0
1105 99.0 112.0 61.0 501.0 1000.0 38360195.0 21215 3757 116.0 45000000.0 2006.0 976.0 6.4 0.0
1106 42.0 111.0 161.0 132.0 11000.0 46815748.0 32544 12161 69.0 45000000.0 1994.0 894.0 6.3 0.0
1107 25.0 96.0 0.0 563.0 1000.0 35617599.0 20688 2965 47.0 45000000.0 1995.0 845.0 5.9 0.0
1108 339.0 141.0 0.0 404.0 749.0 47307550.0 104301 1948 269.0 45000000.0 2012.0 463.0 6.5 28000.0
1109 127.0 94.0 160.0 167.0 550.0 32003620.0 79141 1102 355.0 25000000.0 2004.0 216.0 6.5 2000.0
1111 105.0 88.0 8.0 8000.0 12000.0 28133159.0 30055 33822 70.0 50000000.0 2006.0 11000.0 5.9 593.0
1112 144.0 177.0 0.0 202.0 913.0 27400000.0 97087 2449 569.0 40000000.0 1984.0 362.0 6.6 11000.0
1113 156.0 133.0 278.0 107.0 5000.0 24343673.0 91860 5405 524.0 45000000.0 2007.0 117.0 7.4 14000.0
1114 323.0 119.0 0.0 10000.0 29000.0 22877808.0 152591 53895 414.0 35000000.0 2008.0 14000.0 7.3 0.0
1117 39.0 91.0 29.0 322.0 2000.0 20400913.0 15455 3855 80.0 45000000.0 1996.0 461.0 5.3 451.0
1118 43.0 117.0 11000.0 451.0 905.0 20101861.0 24757 2348 81.0 45000000.0 1996.0 484.0 6.0 0.0
1119 82.0 86.0 13.0 553.0 1000.0 25200412.0 16580 3423 55.0 45000000.0 2009.0 701.0 5.4 916.0
1120 150.0 124.0 0.0 19.0 723.0 19719930.0 42621 793 531.0 45000000.0 2001.0 44.0 6.8 0.0
1121 168.0 134.0 38.0 2000.0 11000.0 19377727.0 35140 24351 409.0 45000000.0 2005.0 8000.0 6.4 0.0
1124 85.0 220.0 0.0 820.0 13000.0 15527125.0 11388 15006 183.0 57000000.0 2000.0 861.0 5.8 652.0
1125 83.0 212.0 0.0 805.0 12000.0 13560960.0 23996 21130 161.0 50000000.0 1995.0 5000.0 7.1 915.0
1127 106.0 106.0 208.0 855.0 3000.0 11146409.0 26551 6558 273.0 45000000.0 1998.0 1000.0 6.0 0.0
1128 158.0 160.0 0.0 826.0 23000.0 7916887.0 15697 26982 182.0 45000000.0 2008.0 1000.0 6.0 0.0
1130 125.0 99.0 15.0 61.0 12000.0 15279680.0 48245 12166 154.0 40000000.0 2008.0 68.0 5.4 0.0
1131 87.0 74.0 188.0 865.0 11000.0 7262288.0 17307 13917 186.0 40000000.0 2002.0 1000.0 6.5 892.0
1132 115.0 139.0 179.0 50.0 267.0 4584886.0 19114 538 115.0 45000000.0 2007.0 202.0 6.4 0.0
1134 24.0 103.0 170.0 269.0 849.0 2154540.0 3803 2457 41.0 45000000.0 1997.0 623.0 4.9 68.0
1135 152.0 101.0 32.0 104.0 219.0 8129455.0 89568 661 142.0 45000000.0 2011.0 141.0 6.3 17000.0
1137 656.0 130.0 0.0 650.0 1000.0 136019448.0 452465 3133 695.0 44500000.0 2012.0 660.0 7.7 89000.0
1138 119.0 130.0 99.0 812.0 11000.0 183875760.0 213668 13357 270.0 44000000.0 1993.0 1000.0 7.8 0.0
1139 161.0 110.0 72.0 789.0 18000.0 67061228.0 96565 21554 135.0 40000000.0 2010.0 1000.0 5.5 0.0
1140 73.0 147.0 272.0 893.0 22000.0 53300852.0 154487 37076 259.0 44000000.0 1996.0 11000.0 7.5 0.0
1141 96.0 96.0 170.0 668.0 13000.0 150415432.0 117606 15662 217.0 44000000.0 1985.0 738.0 6.4 0.0
1142 28.0 118.0 13.0 643.0 23000.0 44834712.0 13995 26907 62.0 44000000.0 1996.0 2000.0 5.6 353.0
1143 105.0 88.0 3.0 40.0 1000.0 84300000.0 90360 1178 147.0 2600000.0 1940.0 48.0 7.5 0.0
1144 102.0 325.0 517.0 678.0 12000.0 1500000.0 9830 14255 189.0 44000000.0 1980.0 849.0 6.8 1000.0
1145 206.0 102.0 235.0 520.0 956.0 62318875.0 156225 2998 502.0 50000000.0 2006.0 845.0 6.8 0.0
1146 159.0 110.0 118.0 287.0 11000.0 5773519.0 28618 12876 91.0 40000000.0 2015.0 1000.0 6.0 11000.0
1147 137.0 136.0 835.0 225.0 670.0 51768623.0 73006 1801 297.0 43000000.0 2000.0 370.0 7.3 0.0
1148 116.0 103.0 84.0 664.0 12000.0 37035515.0 34597 23864 194.0 43000000.0 2000.0 10000.0 6.0 0.0
1150 99.0 90.0 16.0 16.0 44.0 24430272.0 46158 132 403.0 43000000.0 2002.0 28.0 5.1 0.0
1151 56.0 154.0 521.0 957.0 10000.0 158348400.0 88844 14244 142.0 42000000.0 1993.0 1000.0 6.8 0.0
1152 117.0 99.0 23.0 135.0 405.0 31136950.0 47364 1066 75.0 44000000.0 2010.0 268.0 6.5 0.0
1153 252.0 93.0 165.0 350.0 26000.0 29113588.0 117999 27834 181.0 40000000.0 2011.0 956.0 6.6 16000.0
1154 375.0 109.0 97.0 839.0 17000.0 138447667.0 408302 19968 345.0 42000000.0 2012.0 971.0 7.2 39000.0
1157 108.0 90.0 29.0 650.0 22000.0 87856565.0 106909 24534 268.0 42000000.0 2004.0 923.0 5.9 0.0
1158 21.0 117.0 71.0 547.0 723.0 70100000.0 20183 3841 41.0 40000000.0 1992.0 558.0 5.4 0.0
1159 270.0 123.0 176.0 749.0 975.0 159578352.0 133177 4825 380.0 43000000.0 2013.0 815.0 6.6 24000.0
1161 154.0 105.0 153.0 491.0 4000.0 45290318.0 74169 6727 112.0 42000000.0 2012.0 828.0 6.5 17000.0
1162 114.0 115.0 73.0 505.0 11000.0 41543207.0 30077 15571 175.0 42000000.0 2002.0 3000.0 6.3 893.0
1163 27.0 122.0 0.0 292.0 12000.0 41252428.0 11453 13716 71.0 42000000.0 1996.0 592.0 6.5 0.0
1164 166.0 119.0 89.0 395.0 650.0 35228696.0 63677 1651 460.0 32000000.0 2002.0 537.0 6.5 0.0
1165 288.0 81.0 119.0 412.0 468.0 59992760.0 119622 2134 396.0 42000000.0 2009.0 442.0 5.8 0.0
1167 291.0 100.0 308.0 913.0 10000.0 37652565.0 91151 15369 283.0 42000000.0 2011.0 2000.0 5.4 20000.0
1168 151.0 120.0 17.0 808.0 22000.0 24375436.0 42547 33585 265.0 42000000.0 2001.0 9000.0 6.1 748.0
1170 168.0 122.0 487.0 16.0 12000.0 24127895.0 248123 12076 437.0 50000000.0 2005.0 43.0 7.6 10000.0
1172 127.0 91.0 30.0 497.0 922.0 26404753.0 34203 3301 169.0 40000000.0 2012.0 786.0 5.3 19000.0
1173 293.0 112.0 133.0 365.0 11000.0 6105175.0 247020 12239 835.0 44000000.0 2014.0 392.0 6.6 50000.0
1177 119.0 110.0 161.0 196.0 1000.0 116724075.0 187181 1954 564.0 41000000.0 2002.0 418.0 7.0 0.0
1179 167.0 144.0 241.0 996.0 13000.0 56083966.0 137003 18761 658.0 65000000.0 2001.0 3000.0 6.9 0.0
1181 234.0 107.0 0.0 766.0 13000.0 293501675.0 704766 17540 2073.0 40000000.0 1999.0 3000.0 8.1 14000.0
1182 258.0 102.0 20.0 54.0 107.0 18600911.0 125198 362 153.0 42000000.0 2012.0 81.0 6.6 11000.0
1183 108.0 100.0 64.0 296.0 734.0 7204138.0 34809 2085 125.0 41000000.0 2011.0 574.0 6.2 11000.0
1184 81.0 126.0 80.0 225.0 668.0 90800000.0 126907 2004 235.0 8000000.0 1984.0 641.0 7.2 0.0
1185 538.0 138.0 737.0 14000.0 34000.0 150117807.0 358416 83012 751.0 40000000.0 2013.0 23000.0 7.3 63000.0
1186 224.0 108.0 98.0 723.0 16000.0 163947053.0 227824 18656 273.0 40000000.0 2009.0 896.0 6.7 10000.0
1187 129.0 105.0 78.0 298.0 984.0 116735231.0 56646 2129 336.0 70000000.0 1999.0 489.0 6.4 0.0
1188 125.0 108.0 0.0 690.0 1000.0 118500000.0 340085 3660 327.0 40000000.0 1989.0 869.0 7.8 12000.0
1190 362.0 129.0 456.0 716.0 1000.0 166147885.0 220020 4585 1360.0 40000000.0 2015.0 935.0 4.1 101000.0
1191 93.0 84.0 0.0 2000.0 13000.0 111760631.0 40227 22935 188.0 38000000.0 2003.0 4000.0 4.1 681.0
1192 71.0 149.0 541.0 1000.0 18000.0 108706165.0 99558 31349 236.0 40000000.0 1996.0 11000.0 7.4 0.0
1193 104.0 94.0 189.0 597.0 3000.0 138614544.0 75152 7014 288.0 40000000.0 2003.0 2000.0 5.8 0.0
1194 319.0 121.0 532.0 127.0 480.0 125069696.0 203963 1261 420.0 40000000.0 2013.0 449.0 7.6 58000.0
1195 41.0 128.0 545.0 251.0 15000.0 107458785.0 71754 16751 166.0 40000000.0 1992.0 923.0 7.2 0.0
1196 300.0 134.0 0.0 336.0 1000.0 102310175.0 64989 2676 279.0 40000000.0 2016.0 575.0 7.8 40000.0
1197 556.0 120.0 21000.0 81.0 10000.0 96917897.0 479453 10555 696.0 40000000.0 2010.0 349.0 7.7 74000.0
1198 161.0 129.0 42.0 49.0 97.0 93952276.0 132048 318 203.0 40000000.0 2009.0 50.0 6.4 12000.0
1199 151.0 89.0 119.0 807.0 2000.0 90703745.0 93748 5855 410.0 45000000.0 2006.0 869.0 5.1 1000.0
1200 212.0 116.0 0.0 71.0 287.0 89138076.0 98535 600 734.0 40000000.0 2000.0 157.0 5.5 0.0
1201 111.0 118.0 0.0 690.0 1000.0 87666629.0 283480 3986 263.0 40000000.0 1990.0 869.0 7.4 0.0
1202 173.0 107.0 164.0 723.0 8000.0 90353764.0 85629 12556 144.0 40000000.0 2015.0 2000.0 6.0 14000.0
1203 181.0 155.0 0.0 10000.0 18000.0 82522790.0 143835 42220 654.0 40000000.0 1992.0 12000.0 7.5 14000.0
1204 252.0 123.0 0.0 923.0 11000.0 94125426.0 79264 13321 277.0 40000000.0 2009.0 935.0 7.0 13000.0
1205 216.0 128.0 241.0 898.0 11000.0 95001343.0 66511 16911 200.0 40000000.0 2013.0 3000.0 7.5 28000.0
1206 203.0 139.0 333.0 1000.0 22000.0 81292135.0 137891 36810 696.0 40000000.0 1999.0 13000.0 7.3 0.0
1207 218.0 109.0 101.0 839.0 13000.0 86208010.0 97045 16179 285.0 35000000.0 2014.0 899.0 5.7 55000.0
1208 118.0 120.0 155.0 249.0 23000.0 81593527.0 48806 24300 263.0 40000000.0 2006.0 984.0 7.3 11000.0
1209 241.0 121.0 278.0 808.0 22000.0 75274748.0 130661 36010 304.0 35000000.0 2015.0 11000.0 7.2 54000.0
1210 119.0 102.0 167.0 655.0 2000.0 90835030.0 28621 5178 58.0 40000000.0 2016.0 874.0 5.9 0.0
1211 89.0 117.0 0.0 322.0 855.0 72455275.0 113068 2144 382.0 40000000.0 1992.0 363.0 7.8 0.0
1212 209.0 178.0 138.0 748.0 904.0 75305995.0 110394 5074 433.0 40000000.0 2004.0 876.0 7.7 0.0
1213 374.0 147.0 436.0 175.0 3000.0 74098862.0 656640 3924 1732.0 40000000.0 2005.0 472.0 8.1 13000.0
1214 235.0 90.0 38.0 882.0 2000.0 72266306.0 127528 6775 422.0 40000000.0 2008.0 897.0 6.6 0.0
1215 215.0 105.0 29.0 257.0 24000.0 71347010.0 166194 28928 215.0 40000000.0 2009.0 4000.0 7.1 0.0
1216 109.0 114.0 101.0 398.0 700.0 70836296.0 109445 2842 426.0 40000000.0 2001.0 655.0 5.9 0.0
1218 65.0 99.0 14.0 633.0 17000.0 70163652.0 31968 19334 82.0 40000000.0 2006.0 826.0 4.6 663.0
1219 125.0 123.0 563.0 8000.0 24000.0 66808615.0 87351 43917 344.0 34000000.0 2001.0 11000.0 6.1 2000.0
1220 322.0 137.0 11000.0 465.0 769.0 115603980.0 103589 2938 351.0 65000000.0 2014.0 698.0 7.2 35000.0
1221 191.0 102.0 23.0 651.0 2000.0 64149837.0 146899 7009 185.0 20000000.0 2009.0 2000.0 6.4 0.0
1222 191.0 109.0 415.0 119.0 982.0 83906114.0 104481 2357 189.0 40000000.0 2014.0 971.0 6.0 16000.0
1223 221.0 82.0 160.0 748.0 164000.0 66466372.0 75345 303717 290.0 40000000.0 2009.0 137000.0 5.2 0.0
1224 459.0 142.0 14000.0 423.0 15000.0 72306065.0 178118 16944 355.0 40000000.0 2015.0 535.0 7.6 55000.0
1225 131.0 106.0 212.0 389.0 578.0 59068786.0 86902 2544 411.0 40000000.0 2001.0 563.0 6.4 0.0
1227 118.0 106.0 23.0 418.0 1000.0 57887882.0 35508 2325 211.0 50000000.0 2004.0 593.0 6.1 0.0
1228 100.0 108.0 287.0 823.0 4000.0 53955614.0 77415 8610 139.0 40000000.0 1998.0 835.0 6.1 0.0
1229 70.0 98.0 20.0 968.0 2000.0 54967359.0 52805 7039 209.0 40000000.0 1997.0 2000.0 5.2 0.0
1231 274.0 118.0 65.0 638.0 11000.0 57981889.0 173848 13943 203.0 40000000.0 2011.0 980.0 7.3 25000.0
1233 341.0 130.0 22000.0 19000.0 23000.0 53082743.0 844052 63986 1100.0 40000000.0 2006.0 20000.0 8.5 49000.0
1234 196.0 116.0 51.0 465.0 18000.0 54414716.0 114294 30571 187.0 42000000.0 2014.0 11000.0 6.3 12000.0
1235 83.0 89.0 7.0 91.0 3000.0 57011847.0 20615 3361 44.0 40000000.0 2013.0 190.0 5.9 0.0
1236 283.0 139.0 0.0 19.0 708.0 50859889.0 236000 848 1043.0 40000000.0 2006.0 78.0 7.8 14000.0
1238 351.0 107.0 190.0 520.0 2000.0 52000688.0 171418 4243 619.0 40000000.0 2010.0 1000.0 6.4 17000.0
1239 16.0 116.0 425.0 204.0 954.0 49851591.0 7900 2179 34.0 40000000.0 1986.0 568.0 5.9 263.0
1240 195.0 96.0 192.0 501.0 40000.0 47781388.0 147504 41293 531.0 40000000.0 2004.0 534.0 6.6 0.0
1241 175.0 99.0 18.0 211.0 18000.0 52320979.0 114321 18693 548.0 40000000.0 2006.0 426.0 6.8 0.0
1242 193.0 104.0 34.0 280.0 545.0 47806295.0 87447 1274 371.0 43000000.0 2005.0 351.0 6.5 0.0
1243 169.0 105.0 54.0 988.0 3000.0 51853450.0 37398 9069 110.0 25000000.0 2012.0 2000.0 6.6 11000.0
1244 128.0 101.0 10.0 681.0 1000.0 46012734.0 54421 4298 101.0 40000000.0 2008.0 689.0 5.8 3000.0
1245 249.0 134.0 16000.0 235.0 880.0 47034272.0 25465 2281 190.0 40000000.0 2014.0 413.0 6.9 16000.0
1246 91.0 135.0 0.0 913.0 13000.0 45856732.0 46221 16762 141.0 40000000.0 1997.0 936.0 7.1 0.0
1247 207.0 98.0 326.0 416.0 21000.0 59588068.0 89557 22318 376.0 40000000.0 2003.0 534.0 5.8 0.0
1248 77.0 155.0 14000.0 11000.0 12000.0 44175394.0 56509 37570 227.0 36000000.0 1997.0 11000.0 7.2 0.0
1249 25.0 106.0 323.0 0.0 472.0 45500797.0 17443 519 56.0 40000000.0 1992.0 47.0 6.0 694.0
1250 211.0 102.0 25.0 473.0 1000.0 41797066.0 92789 4324 998.0 40000000.0 2007.0 741.0 4.7 0.0
1251 19.0 95.0 80.0 287.0 3000.0 38087756.0 49612 4634 39.0 40000000.0 1994.0 450.0 5.2 0.0
1252 101.0 103.0 643.0 586.0 24000.0 37752931.0 20201 26938 180.0 40000000.0 2000.0 1000.0 5.5 0.0
1254 342.0 109.0 99.0 57.0 176.0 37371385.0 192462 390 334.0 40000000.0 2011.0 61.0 7.0 42000.0
1255 147.0 95.0 98.0 78.0 405.0 37101011.0 30394 1070 103.0 40000000.0 2012.0 358.0 5.8 0.0
1256 420.0 111.0 0.0 687.0 2000.0 38176892.0 104119 4486 518.0 40000000.0 2011.0 741.0 6.2 26000.0
1258 82.0 140.0 0.0 552.0 720.0 35183792.0 68159 3044 209.0 38000000.0 1991.0 576.0 7.2 0.0
1259 201.0 94.0 52.0 214.0 683.0 38543473.0 84382 1488 158.0 40000000.0 2014.0 392.0 5.1 0.0
1261 277.0 92.0 77.0 495.0 703.0 42575718.0 83788 3074 227.0 40000000.0 2011.0 682.0 5.9 20000.0
1263 157.0 123.0 75.0 754.0 18000.0 33508922.0 95860 23920 660.0 40000000.0 2000.0 3000.0 7.2 16000.0
1264 124.0 104.0 101.0 223.0 787.0 42071069.0 36223 1827 208.0 30000000.0 2005.0 299.0 6.2 0.0
1266 146.0 102.0 65.0 490.0 1000.0 32853640.0 50199 3239 101.0 40000000.0 2008.0 613.0 5.7 702.0
1267 303.0 136.0 3000.0 3000.0 14000.0 42615685.0 136093 28927 416.0 40000000.0 2014.0 9000.0 6.1 24000.0
1268 70.0 93.0 85.0 510.0 924.0 32055248.0 18723 2711 146.0 25000000.0 1994.0 595.0 6.0 0.0
1269 283.0 129.0 335.0 64.0 15000.0 31836745.0 81298 15595 341.0 40000000.0 2011.0 467.0 6.9 39000.0
1270 212.0 107.0 50.0 58.0 293.0 30993544.0 58871 621 156.0 40000000.0 2010.0 117.0 6.5 0.0
1271 98.0 117.0 260.0 441.0 1000.0 30981850.0 35834 3969 284.0 40000000.0 2005.0 1000.0 5.0 0.0
1272 110.0 116.0 18.0 249.0 2000.0 30199105.0 25346 3753 167.0 40000000.0 2000.0 1000.0 5.7 470.0
1273 146.0 135.0 0.0 715.0 3000.0 29077547.0 41685 5917 754.0 40000000.0 2005.0 1000.0 7.0 3000.0
1274 100.0 107.0 55.0 294.0 3000.0 29374178.0 12093 4565 188.0 40000000.0 2000.0 941.0 5.1 394.0
1275 62.0 90.0 39.0 210.0 607.0 28535768.0 10446 1335 105.0 40000000.0 1999.0 322.0 5.3 279.0
